stationId,date,AQI_general
aotizhongxin_aq,2017-01-01,6
aotizhongxin_aq,2017-01-02,5
aotizhongxin_aq,2017-01-03,6
aotizhongxin_aq,2017-01-04,6
aotizhongxin_aq,2017-01-05,5
aotizhongxin_aq,2017-01-06,5
aotizhongxin_aq,2017-01-07,3
aotizhongxin_aq,2017-01-08,1
aotizhongxin_aq,2017-01-09,2
aotizhongxin_aq,2017-01-10,2
aotizhongxin_aq,2017-01-11,3
aotizhongxin_aq,2017-01-12,2
aotizhongxin_aq,2017-01-13,1
aotizhongxin_aq,2017-01-14,2
aotizhongxin_aq,2017-01-15,2
aotizhongxin_aq,2017-01-16,3
aotizhongxin_aq,2017-01-17,4
aotizhongxin_aq,2017-01-18,2
aotizhongxin_aq,2017-01-19,2
aotizhongxin_aq,2017-01-20,2
aotizhongxin_aq,2017-01-21,1
aotizhongxin_aq,2017-01-22,2
aotizhongxin_aq,2017-01-23,2
aotizhongxin_aq,2017-01-24,4
aotizhongxin_aq,2017-01-25,5
aotizhongxin_aq,2017-01-26,4
aotizhongxin_aq,2017-01-27,6
aotizhongxin_aq,2017-01-28,5
aotizhongxin_aq,2017-01-29,1
aotizhongxin_aq,2017-01-30,2
aotizhongxin_aq,2017-01-31,2
aotizhongxin_aq,2017-02-01,1
aotizhongxin_aq,2017-02-02,3
aotizhongxin_aq,2017-02-03,5
aotizhongxin_aq,2017-02-04,6
aotizhongxin_aq,2017-02-05,1
aotizhongxin_aq,2017-02-06,6
aotizhongxin_aq,2017-02-07,3
aotizhongxin_aq,2017-02-08,1
aotizhongxin_aq,2017-02-09,1
aotizhongxin_aq,2017-02-10,1
aotizhongxin_aq,2017-02-11,2
aotizhongxin_aq,2017-02-12,4
aotizhongxin_aq,2017-02-13,6
aotizhongxin_aq,2017-02-14,5
aotizhongxin_aq,2017-02-15,6
aotizhongxin_aq,2017-02-16,1
aotizhongxin_aq,2017-02-17,2
aotizhongxin_aq,2017-02-18,3
aotizhongxin_aq,2017-02-19,2
aotizhongxin_aq,2017-02-20,2
aotizhongxin_aq,2017-02-21,2
aotizhongxin_aq,2017-02-22,2
aotizhongxin_aq,2017-02-23,2
aotizhongxin_aq,2017-02-24,2
aotizhongxin_aq,2017-02-25,2
aotizhongxin_aq,2017-02-26,2
aotizhongxin_aq,2017-02-27,2
aotizhongxin_aq,2017-02-28,1
aotizhongxin_aq,2017-03-01,1
aotizhongxin_aq,2017-03-02,3
aotizhongxin_aq,2017-03-03,3
aotizhongxin_aq,2017-03-04,3
aotizhongxin_aq,2017-03-05,1
aotizhongxin_aq,2017-03-06,1
aotizhongxin_aq,2017-03-07,1
aotizhongxin_aq,2017-03-08,1
aotizhongxin_aq,2017-03-09,2
aotizhongxin_aq,2017-03-10,3
aotizhongxin_aq,2017-03-11,2
aotizhongxin_aq,2017-03-12,1
aotizhongxin_aq,2017-03-13,1
aotizhongxin_aq,2017-03-14,6
aotizhongxin_aq,2017-03-15,3
aotizhongxin_aq,2017-03-16,3
aotizhongxin_aq,2017-03-17,6
aotizhongxin_aq,2017-03-18,6
aotizhongxin_aq,2017-03-19,5
aotizhongxin_aq,2017-03-20,4
aotizhongxin_aq,2017-03-21,3
aotizhongxin_aq,2017-03-22,5
aotizhongxin_aq,2017-03-23,3
aotizhongxin_aq,2017-03-24,2
aotizhongxin_aq,2017-03-25,1
aotizhongxin_aq,2017-03-26,1
aotizhongxin_aq,2017-03-27,2
aotizhongxin_aq,2017-03-28,2
aotizhongxin_aq,2017-03-29,6
aotizhongxin_aq,2017-03-30,2
aotizhongxin_aq,2017-03-31,2
aotizhongxin_aq,2017-04-01,2
aotizhongxin_aq,2017-04-02,3
aotizhongxin_aq,2017-04-03,4
aotizhongxin_aq,2017-04-04,3
aotizhongxin_aq,2017-04-05,2
aotizhongxin_aq,2017-04-06,3
aotizhongxin_aq,2017-04-07,3
aotizhongxin_aq,2017-04-08,2
aotizhongxin_aq,2017-04-09,2
aotizhongxin_aq,2017-04-10,2
aotizhongxin_aq,2017-04-11,2
aotizhongxin_aq,2017-04-12,2
aotizhongxin_aq,2017-04-13,3
aotizhongxin_aq,2017-04-14,2
aotizhongxin_aq,2017-04-15,2
aotizhongxin_aq,2017-04-16,4
aotizhongxin_aq,2017-04-17,3
aotizhongxin_aq,2017-04-18,2
aotizhongxin_aq,2017-04-19,2
aotizhongxin_aq,2017-04-20,2
aotizhongxin_aq,2017-04-21,2
aotizhongxin_aq,2017-04-22,2
aotizhongxin_aq,2017-04-23,1
aotizhongxin_aq,2017-04-24,1
aotizhongxin_aq,2017-04-25,2
aotizhongxin_aq,2017-04-26,1
aotizhongxin_aq,2017-04-27,2
aotizhongxin_aq,2017-04-28,2
aotizhongxin_aq,2017-04-29,2
aotizhongxin_aq,2017-04-30,2
aotizhongxin_aq,2017-05-01,2
aotizhongxin_aq,2017-05-02,3
aotizhongxin_aq,2017-05-03,6
aotizhongxin_aq,2017-05-04,1
aotizhongxin_aq,2017-05-05,3
aotizhongxin_aq,2017-05-06,2
aotizhongxin_aq,2017-05-07,6
aotizhongxin_aq,2017-05-08,2
aotizhongxin_aq,2017-05-09,2
aotizhongxin_aq,2017-05-10,2
aotizhongxin_aq,2017-05-11,3
aotizhongxin_aq,2017-05-12,3
aotizhongxin_aq,2017-05-13,2
aotizhongxin_aq,2017-05-14,2
aotizhongxin_aq,2017-05-15,2
aotizhongxin_aq,2017-05-16,6
aotizhongxin_aq,2017-05-17,3
aotizhongxin_aq,2017-05-18,6
aotizhongxin_aq,2017-05-28,2
aotizhongxin_aq,2017-05-29,2
aotizhongxin_aq,2017-05-31,2
aotizhongxin_aq,2017-06-01,1
aotizhongxin_aq,2017-06-02,6
aotizhongxin_aq,2017-06-03,2
aotizhongxin_aq,2017-06-04,2
aotizhongxin_aq,2017-06-05,2
aotizhongxin_aq,2017-06-06,2
aotizhongxin_aq,2017-06-07,2
aotizhongxin_aq,2017-06-08,2
aotizhongxin_aq,2017-06-09,2
aotizhongxin_aq,2017-06-10,2
aotizhongxin_aq,2017-06-11,2
aotizhongxin_aq,2017-06-12,2
aotizhongxin_aq,2017-06-13,2
aotizhongxin_aq,2017-06-14,2
aotizhongxin_aq,2017-06-15,2
aotizhongxin_aq,2017-06-16,2
aotizhongxin_aq,2017-06-17,6
aotizhongxin_aq,2017-06-18,2
aotizhongxin_aq,2017-06-19,2
aotizhongxin_aq,2017-06-20,2
aotizhongxin_aq,2017-06-21,6
aotizhongxin_aq,2017-06-22,1
aotizhongxin_aq,2017-06-23,1
aotizhongxin_aq,2017-06-24,1
aotizhongxin_aq,2017-06-25,2
aotizhongxin_aq,2017-06-26,2
aotizhongxin_aq,2017-06-27,2
aotizhongxin_aq,2017-06-28,3
aotizhongxin_aq,2017-06-29,2
aotizhongxin_aq,2017-06-30,2
aotizhongxin_aq,2017-07-01,3
aotizhongxin_aq,2017-07-08,3
aotizhongxin_aq,2017-07-09,1
aotizhongxin_aq,2017-07-10,2
aotizhongxin_aq,2017-07-11,2
aotizhongxin_aq,2017-07-12,6
aotizhongxin_aq,2017-07-13,2
aotizhongxin_aq,2017-07-14,2
aotizhongxin_aq,2017-07-15,2
aotizhongxin_aq,2017-07-16,2
aotizhongxin_aq,2017-07-17,2
aotizhongxin_aq,2017-07-18,2
aotizhongxin_aq,2017-07-19,2
aotizhongxin_aq,2017-07-20,3
aotizhongxin_aq,2017-07-21,1
aotizhongxin_aq,2017-07-22,1
aotizhongxin_aq,2017-07-23,2
aotizhongxin_aq,2017-07-24,6
aotizhongxin_aq,2017-07-25,2
aotizhongxin_aq,2017-07-26,2
aotizhongxin_aq,2017-07-27,2
aotizhongxin_aq,2017-07-28,2
aotizhongxin_aq,2017-07-29,2
aotizhongxin_aq,2017-07-30,6
aotizhongxin_aq,2017-07-31,3
aotizhongxin_aq,2017-08-01,2
aotizhongxin_aq,2017-08-02,2
aotizhongxin_aq,2017-08-03,2
aotizhongxin_aq,2017-08-04,2
aotizhongxin_aq,2017-08-05,2
aotizhongxin_aq,2017-08-06,2
aotizhongxin_aq,2017-08-07,2
aotizhongxin_aq,2017-08-08,2
aotizhongxin_aq,2017-08-09,2
aotizhongxin_aq,2017-08-10,2
aotizhongxin_aq,2017-08-11,2
aotizhongxin_aq,2017-08-12,2
aotizhongxin_aq,2017-08-13,2
aotizhongxin_aq,2017-08-14,1
aotizhongxin_aq,2017-08-15,2
aotizhongxin_aq,2017-08-16,2
aotizhongxin_aq,2017-08-17,2
aotizhongxin_aq,2017-08-18,2
aotizhongxin_aq,2017-08-19,2
aotizhongxin_aq,2017-08-20,2
aotizhongxin_aq,2017-08-21,3
aotizhongxin_aq,2017-08-22,2
aotizhongxin_aq,2017-08-23,2
aotizhongxin_aq,2017-08-24,6
aotizhongxin_aq,2017-08-25,1
aotizhongxin_aq,2017-08-26,1
aotizhongxin_aq,2017-08-27,1
aotizhongxin_aq,2017-08-28,1
aotizhongxin_aq,2017-08-29,6
aotizhongxin_aq,2017-08-30,2
aotizhongxin_aq,2017-08-31,3
aotizhongxin_aq,2017-09-01,5
aotizhongxin_aq,2017-09-02,2
aotizhongxin_aq,2017-09-03,2
aotizhongxin_aq,2017-09-04,3
aotizhongxin_aq,2017-09-05,2
aotizhongxin_aq,2017-09-06,2
aotizhongxin_aq,2017-09-07,3
aotizhongxin_aq,2017-09-08,4
aotizhongxin_aq,2017-09-09,3
aotizhongxin_aq,2017-09-10,2
aotizhongxin_aq,2017-09-11,2
aotizhongxin_aq,2017-09-12,2
aotizhongxin_aq,2017-09-13,3
aotizhongxin_aq,2017-09-14,2
aotizhongxin_aq,2017-09-15,2
aotizhongxin_aq,2017-09-16,2
aotizhongxin_aq,2017-09-17,2
aotizhongxin_aq,2017-09-18,2
aotizhongxin_aq,2017-09-19,2
aotizhongxin_aq,2017-09-20,2
aotizhongxin_aq,2017-09-21,3
aotizhongxin_aq,2017-09-22,2
aotizhongxin_aq,2017-09-23,3
aotizhongxin_aq,2017-09-24,3
aotizhongxin_aq,2017-09-25,3
aotizhongxin_aq,2017-09-26,1
aotizhongxin_aq,2017-09-27,2
aotizhongxin_aq,2017-09-28,2
aotizhongxin_aq,2017-09-29,3
aotizhongxin_aq,2017-09-30,4
aotizhongxin_aq,2017-10-01,2
aotizhongxin_aq,2017-10-02,6
aotizhongxin_aq,2017-10-03,6
aotizhongxin_aq,2017-10-04,2
aotizhongxin_aq,2017-10-05,2
aotizhongxin_aq,2017-10-06,2
aotizhongxin_aq,2017-10-07,4
aotizhongxin_aq,2017-10-08,3
aotizhongxin_aq,2017-10-09,1
aotizhongxin_aq,2017-10-10,1
aotizhongxin_aq,2017-10-11,1
aotizhongxin_aq,2017-10-12,2
aotizhongxin_aq,2017-10-13,2
aotizhongxin_aq,2017-10-14,2
aotizhongxin_aq,2017-10-15,2
aotizhongxin_aq,2017-10-16,2
aotizhongxin_aq,2017-10-17,3
aotizhongxin_aq,2017-10-18,2
aotizhongxin_aq,2017-10-19,2
aotizhongxin_aq,2017-10-20,3
aotizhongxin_aq,2017-10-21,2
aotizhongxin_aq,2017-10-22,2
aotizhongxin_aq,2017-10-23,2
aotizhongxin_aq,2017-10-24,3
aotizhongxin_aq,2017-10-25,4
aotizhongxin_aq,2017-10-26,5
aotizhongxin_aq,2017-10-27,5
aotizhongxin_aq,2017-10-28,1
aotizhongxin_aq,2017-10-29,1
aotizhongxin_aq,2017-10-30,6
aotizhongxin_aq,2017-10-31,3
aotizhongxin_aq,2017-11-01,3
aotizhongxin_aq,2017-11-02,2
aotizhongxin_aq,2017-11-03,1
aotizhongxin_aq,2017-11-04,2
aotizhongxin_aq,2017-11-05,4
aotizhongxin_aq,2017-11-06,5
aotizhongxin_aq,2017-11-07,6
aotizhongxin_aq,2017-11-08,2
aotizhongxin_aq,2017-11-09,2
aotizhongxin_aq,2017-11-10,1
aotizhongxin_aq,2017-11-11,2
aotizhongxin_aq,2017-11-12,2
aotizhongxin_aq,2017-11-13,1
aotizhongxin_aq,2017-11-14,1
aotizhongxin_aq,2017-11-15,2
aotizhongxin_aq,2017-11-16,3
aotizhongxin_aq,2017-11-17,1
aotizhongxin_aq,2017-11-18,2
aotizhongxin_aq,2017-11-19,3
aotizhongxin_aq,2017-11-20,3
aotizhongxin_aq,2017-11-21,2
aotizhongxin_aq,2017-11-22,1
aotizhongxin_aq,2017-11-23,1
aotizhongxin_aq,2017-11-24,2
aotizhongxin_aq,2017-11-25,2
aotizhongxin_aq,2017-11-26,2
aotizhongxin_aq,2017-11-27,3
aotizhongxin_aq,2017-11-28,2
aotizhongxin_aq,2017-11-29,2
aotizhongxin_aq,2017-11-30,2
aotizhongxin_aq,2017-12-01,3
aotizhongxin_aq,2017-12-02,5
aotizhongxin_aq,2017-12-03,1
aotizhongxin_aq,2017-12-04,1
aotizhongxin_aq,2017-12-05,2
aotizhongxin_aq,2017-12-06,1
aotizhongxin_aq,2017-12-07,1
aotizhongxin_aq,2017-12-08,2
aotizhongxin_aq,2017-12-09,2
aotizhongxin_aq,2017-12-10,1
aotizhongxin_aq,2017-12-11,1
aotizhongxin_aq,2017-12-12,2
aotizhongxin_aq,2017-12-13,2
aotizhongxin_aq,2017-12-14,3
aotizhongxin_aq,2017-12-15,1
aotizhongxin_aq,2017-12-16,1
aotizhongxin_aq,2017-12-17,2
aotizhongxin_aq,2017-12-18,1
aotizhongxin_aq,2017-12-19,2
aotizhongxin_aq,2017-12-20,2
aotizhongxin_aq,2017-12-21,3
aotizhongxin_aq,2017-12-22,2
aotizhongxin_aq,2017-12-23,2
aotizhongxin_aq,2017-12-24,1
aotizhongxin_aq,2017-12-25,6
aotizhongxin_aq,2017-12-26,2
aotizhongxin_aq,2017-12-27,3
aotizhongxin_aq,2017-12-28,4
aotizhongxin_aq,2017-12-29,5
aotizhongxin_aq,2017-12-30,2
aotizhongxin_aq,2017-12-31,2
aotizhongxin_aq,2018-01-01,2
aotizhongxin_aq,2018-01-02,1
aotizhongxin_aq,2018-01-03,1
aotizhongxin_aq,2018-01-04,6
aotizhongxin_aq,2018-01-05,2
aotizhongxin_aq,2018-01-06,6
aotizhongxin_aq,2018-01-07,1
aotizhongxin_aq,2018-01-08,2
aotizhongxin_aq,2018-01-09,1
aotizhongxin_aq,2018-01-10,1
aotizhongxin_aq,2018-01-11,2
aotizhongxin_aq,2018-01-12,3
aotizhongxin_aq,2018-01-13,4
aotizhongxin_aq,2018-01-14,2
aotizhongxin_aq,2018-01-15,2
aotizhongxin_aq,2018-01-16,3
aotizhongxin_aq,2018-01-17,2
aotizhongxin_aq,2018-01-18,3
aotizhongxin_aq,2018-01-19,3
aotizhongxin_aq,2018-01-20,2
aotizhongxin_aq,2018-01-21,2
aotizhongxin_aq,2018-01-22,1
