stationId,date,PC1,PC2,AQI
aotizhongxin_aq,2017-01-30,2.659928073740765,-1.8389230104564984,6
aotizhongxin_aq,2017-01-31,0.8053879919628385,-2.07795913430669,3
aotizhongxin_aq,2017-02-01,-1.3026353754320583,-2.559626956178895,2
aotizhongxin_aq,2017-02-02,5.272198290596544,-1.047145801555842,5
aotizhongxin_aq,2017-02-03,8.600830806064561,0.7055074314535542,6
aotizhongxin_aq,2017-02-04,5.709199948045448,0.9679879771591902,6
aotizhongxin_aq,2017-02-05,-1.773123489693473,-1.7999403304896555,2
aotizhongxin_aq,2017-02-06,-0.305475506514491,-2.177554111743656,2
aotizhongxin_aq,2017-02-07,2.927772029714113,-1.2830013335599857,5
aotizhongxin_aq,2017-02-08,-2.0348021412205126,-2.1753133853018705,2
aotizhongxin_aq,2017-02-09,-2.1169436183697004,-2.213759264895909,2
aotizhongxin_aq,2017-02-10,-1.1575936738840418,-2.206091610987237,2
aotizhongxin_aq,2017-02-11,2.323399506891305,-1.4356142354033052,4
aotizhongxin_aq,2017-02-12,7.604225039352434,-0.6701169241852594,6
aotizhongxin_aq,2017-02-13,3.1190274213516265,-1.2260381519987191,5
aotizhongxin_aq,2017-02-14,7.697011754162742,0.221014680629977,6
aotizhongxin_aq,2017-02-15,8.233571038388783,0.6365487604660772,6
aotizhongxin_aq,2017-02-16,-0.7620731090067878,-1.8232167230728584,2
aotizhongxin_aq,2017-02-17,0.6409374088604394,-1.8845258666712688,3
aotizhongxin_aq,2017-02-18,3.3313266057332758,-0.4657507388005293,5
aotizhongxin_aq,2017-02-19,0.5503236613280514,-0.7358314770546859,4
aotizhongxin_aq,2017-02-20,-0.3180990232918051,-2.546270637874449,2
aotizhongxin_aq,2017-02-21,0.7448134766012292,-0.9851307882133694,4
aotizhongxin_aq,2017-02-22,-0.030644174888321,-1.2976564311054248,4
aotizhongxin_aq,2017-02-23,-0.0700723794179017,-1.634087569530399,6
aotizhongxin_aq,2017-02-24,-0.5428755402507421,-1.617492902529541,2
aotizhongxin_aq,2017-02-25,-0.7584765601858214,-1.329234314687563,2
aotizhongxin_aq,2017-02-26,1.144744267120474,-0.994031657513924,3
