station_id,date,longitude,latitude,wind_direction,wind_speed,weather
beijing_meo,2017-01-30,116.46944444444443,39.80611111111112,219.2,1.7,Despejado/Soleado
beijing_meo,2017-01-31,116.46944444444443,39.80611111111112,150.8,2.3,Despejado/Soleado
beijing_meo,2017-02-01,116.46944444444443,39.80611111111112,250.4,1.8,Despejado/Soleado
beijing_meo,2017-02-02,116.46944444444443,39.80611111111112,109.0,1.1,Despejado/Soleado
beijing_meo,2017-02-03,116.46944444444443,39.80611111111112,227.5,0.9,Neblina
beijing_meo,2017-02-04,116.46944444444443,39.80611111111112,82.2,1.6,Neblina
beijing_meo,2017-02-05,116.46944444444443,39.80611111111112,113.1,2.8,Despejado/Soleado
beijing_meo,2017-02-06,116.46944444444443,39.80611111111112,200.0,1.8,Despejado/Soleado
beijing_meo,2017-02-07,116.46944444444443,39.80611111111112,247.7,1.6,Despejado/Soleado
beijing_meo,2017-02-08,116.46944444444443,39.80611111111112,299.2,4.4,Despejado/Soleado
beijing_meo,2017-02-09,116.46944444444443,39.80611111111112,325.1,4.3,Despejado/Soleado
beijing_meo,2017-02-10,116.46944444444443,39.80611111111112,285.2,2.6,Despejado/Soleado
beijing_meo,2017-02-11,116.46944444444443,39.80611111111112,120.3,1.6,Despejado/Soleado
beijing_meo,2017-02-12,116.46944444444443,39.80611111111112,98.6,1.5,Despejado/Soleado
beijing_meo,2017-02-13,116.46944444444443,39.80611111111112,116.2,1.8,Despejado/Soleado
beijing_meo,2017-02-14,116.46944444444443,39.80611111111112,67.2,1.3,Neblina
beijing_meo,2017-02-15,116.46944444444443,39.80611111111112,314.4,1.2,Neblina
beijing_meo,2017-02-16,116.46944444444443,39.80611111111112,114.9,4.6,Despejado/Soleado
beijing_meo,2017-02-17,116.46944444444443,39.80611111111112,251.9,2.3,Despejado/Soleado
beijing_meo,2017-02-18,116.46944444444443,39.80611111111112,129.4,1.9,Despejado/Soleado
beijing_meo,2017-02-19,116.46944444444443,39.80611111111112,49.8,4.6,Despejado/Soleado
beijing_meo,2017-02-20,116.46944444444443,39.80611111111112,123.4,2.4,Despejado/Soleado
beijing_meo,2017-02-21,116.46944444444443,39.80611111111112,200.5,1.9,Nieve
beijing_meo,2017-02-22,116.46944444444443,39.80611111111112,141.5,2.4,Despejado/Soleado
beijing_meo,2017-02-23,116.46944444444443,39.80611111111112,17.2,1.7,Despejado/Soleado
beijing_meo,2017-02-24,116.46944444444443,39.80611111111112,107.0,2.0,Despejado/Soleado
beijing_meo,2017-02-25,116.46944444444443,39.80611111111112,200.3,2.2,Despejado/Soleado
beijing_meo,2017-02-26,116.46944444444443,39.80611111111112,176.2,1.8,Despejado/Soleado
beijing_meo,2017-02-27,116.46944444444443,39.80611111111112,139.9,1.7,Despejado/Soleado
beijing_meo,2017-02-28,116.46944444444443,39.80611111111112,208.6,3.1,Despejado/Soleado
beijing_meo,2017-03-01,116.46944444444443,39.80611111111112,176.4,3.8,Despejado/Soleado
beijing_meo,2017-03-02,116.46944444444443,39.80611111111112,215.4,2.5,Despejado/Soleado
beijing_meo,2017-03-03,116.46944444444443,39.80611111111112,211.3,2.4,Despejado/Soleado
beijing_meo,2017-03-04,116.46944444444443,39.80611111111112,134.5,2.1,Despejado/Soleado
