stationId,date,PC1,PC2
aotizhongxin_aq,2017-01-30,2.659928073740765,-1.8389230104564984
aotizhongxin_aq,2017-01-31,0.8053879919628385,-2.07795913430669
aotizhongxin_aq,2017-02-01,-1.3026353754320583,-2.559626956178895
aotizhongxin_aq,2017-02-02,5.272198290596544,-1.0471458015558421
aotizhongxin_aq,2017-02-03,8.600830806064561,0.7055074314535542
aotizhongxin_aq,2017-02-04,5.709199948045448,0.9679879771591902
aotizhongxin_aq,2017-02-05,-1.7731234896934733,-1.7999403304896557
aotizhongxin_aq,2017-02-06,-0.305475506514491,-2.177554111743656
aotizhongxin_aq,2017-02-07,2.9277720297141134,-1.2830013335599855
aotizhongxin_aq,2017-02-08,-2.0348021412205126,-2.1753133853018705
aotizhongxin_aq,2017-02-09,-2.1169436183697004,-2.2137592648959092
aotizhongxin_aq,2017-02-10,-1.1575936738840418,-2.206091610987237
aotizhongxin_aq,2017-02-11,2.323399506891305,-1.4356142354033052
aotizhongxin_aq,2017-02-12,7.604225039352434,-0.6701169241852594
aotizhongxin_aq,2017-02-13,3.1190274213516265,-1.2260381519987191
aotizhongxin_aq,2017-02-14,7.697011754162742,0.221014680629977
aotizhongxin_aq,2017-02-15,8.233571038388783,0.6365487604660772
aotizhongxin_aq,2017-02-16,-0.7620731090067878,-1.8232167230728586
aotizhongxin_aq,2017-02-17,0.6409374088604394,-1.8845258666712692
aotizhongxin_aq,2017-02-18,3.3313266057332753,-0.4657507388005293
aotizhongxin_aq,2017-02-19,0.5503236613280514,-0.7358314770546859
aotizhongxin_aq,2017-02-20,-0.31809902329180517,-2.546270637874449
aotizhongxin_aq,2017-02-21,0.7448134766012292,-0.9851307882133694
aotizhongxin_aq,2017-02-22,-0.03064417488832102,-1.2976564311054248
aotizhongxin_aq,2017-02-23,-0.07007237941790175,-1.634087569530399
aotizhongxin_aq,2017-02-24,-0.5428755402507421,-1.617492902529541
aotizhongxin_aq,2017-02-25,-0.7584765601858214,-1.329234314687563
aotizhongxin_aq,2017-02-26,1.144744267120474,-0.9940316575139241
aotizhongxin_aq,2017-02-27,1.0202377673827696,-0.7163458210837812
aotizhongxin_aq,2017-02-28,-1.6746814433361428,-1.0399940987139318
aotizhongxin_aq,2017-03-01,-1.6777945556893326,-1.6643154096596657
